Series Name,Series Code,Country Name,Country Code,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,Population2016,Population2017,Population2018,Population2019,Population2020
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sweden,SWE,438239,443477,446903,448456,432681,9923085,10057698,10175214,10278887,10353442
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Switzerland,CHE,82351,82879,84750,85058,82028,8373338,8451840,8514329,8575280,8636896
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Syria,SYR,0,0,0,0,0,17465567,17095669,16945062,17070132,17500657
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tajikistan,TJK,675,706,741,777,793,8663575,8880270,9100847,9321023,9537642
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tanzania,TZA,1957868,2029207,2076996,2133303,2113188,53049231,54660345,56313444,58005461,59734213
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Thailand,THA,142791,148244,153968,157012,147086,68971313,69209817,69428454,69625581,69799978
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Timor-Leste,TLS,1352,1271,1233,1436,1286,1219289,1243260,1267975,1293120,1318442
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Togo,TGO,475952,484483,496304,510886,507510,7509952,7698476,7889095,8082359,8278737
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tonga,TON,9738,9977,9891,9840,0,101143,102002,103199,104497,105697
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Trinidad and Tobago,TTO,116688,112671,112276,110469,101488,1377563,1384060,1389841,1394969,1399491
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tunisia,TUN,6170,6217,6310,6305,5703,11303942,11433438,11565203,11694721,11818618
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Turkey,TUR,19876,21027,21328,21242,21382,79827868,81116451,82340090,83429607,84339067
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Turkmenistan,TKM,9051,9480,9907,10369,0,5662371,5757667,5850902,5942094,6031187
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Turks and Caicos Islands,TCA,26092,25060,26078,27088,19560,36558,37116,37667,38194,38718
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tuvalu,TUV,3421,3520,3564,3861,3984,11232,11365,11505,11655,11792
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Uganda,UGA,2636527,2636071,2696190,2779412,2766872,39649173,41166588,42729032,44269587,45741000
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ukraine,UKR,55899,57530,59793,62074,59982,45004673,44831135,44622518,44386203,44134693
GDP per capita (constant LCU),NY.GDP.PCAP.KN,United Arab Emirates,ARE,150738,152263,151775,152117,0,9360975,9487206,9630966,9770526,9890400
GDP per capita (constant LCU),NY.GDP.PCAP.KN,United Kingdom,GBR,29762,30075,30267,30510,27367,65611593,66058859,66460344,66836327,67215293
GDP per capita (constant LCU),NY.GDP.PCAP.KN,United States of America,USA,57419,58388,59822,60837,58510,323071755,325122128,326838199,328329953,329484123
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Uruguay,URY,504187,510529,511089,511036,479435,3424139,3436645,3449290,3461731,3473727
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Uzbekistan,UZB,3536807,3632925,3764824,3909078,3897845,31847900,32388600,32956100,33580350,34232050
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Vanuatu,VUT,224542,232726,233604,235433,208633,278326,285499,292675,299882,307150
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Venezuela,VEN,0,0,0,0,0,29851249,29402480,28887117,28515829,28435943
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Vietnam,VNM,32619135,34487588,36562499,38756628,39523711,93640435,94600643,95545959,96462108,97338583
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Virgin Islands (U.S.),VIR,29140,29027,29542,0,0,107516,107281,107001,106669,106290
GDP per capita (constant LCU),NY.GDP.PCAP.KN,West Bank and Gaza,PSE,3483,3463,3418,3378,2918,4367088,4454805,4569087,4685306,4803269
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Yemen,YEM,8758,8115,7986,0,0,27168210,27834811,28498683,29161922,29825968
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Zambia,ZMB,7928,7967,8050,7934,7475,16363449,16853608,17351714,17861034,18383956
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Zimbabwe,ZWE,1306.16,1347.72,1375.32,1246.08,1129.63,14030338,14236599,14438812,14645473,14862927
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 09/15/2021,,,,,,,,,,,,,
