Series Name,Country,Country Code,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,,Series Name,Continent(Population),Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],,Series Name,Continent,Country Code,GDP per capita (2016),GDP per capita (2017),GDP per capita (2018),GDP per capita (2019),GDP per capita (2020),,,,Series Name,Country Name(Population),Country Code,Population_2016 ,Population_2017,Population_2018,Population_2019,Population_2020
GDP per capita (current US$),"Macao SAR, China",MAC,73569,81045,87555,86118,0,,,,,,,,,,,,,,,,,,,,,,"Population, total","Macao SAR, China",MAC,612824.00,622578.00,631633.00,640446.00,649342.00
GDP per capita (current US$),Macedonia,MKD,5133,5432,6087,6022,5888,,,,,,,,,,,,,,,,,,,,,,"Population, total",North Macedonia,MKD,2080746.00,2081996.00,2082957.00,2083458.00,2083380.00
GDP per capita (current US$),Madagascar,MDG,476,515,518,526,495,,,,,,,,,,,,,,,,,,,,,,"Population, total",Madagascar,MDG,24894370.00,25570511.00,26262313.00,26969306.00,27691019.00
GDP per capita (current US$),Malawi,MWI,316,497,535,583,625,,,,,,,,,,,,,,,,,,,,,,"Population, total",Malawi,MWI,17205253.00,17670193.00,18143215.00,18628749.00,19129955.00
GDP per capita (current US$),Malaysia,MYS,9818,10259,11378,11414,10402,,,,,,,,,,,,,,,,,,,,,,"Population, total",Malaysia,MYS,30684652.00,31104655.00,31528033.00,31949789.00,32365998.00
GDP per capita (current US$),Maldives,MDV,9209,9578,10277,10626,7456,,,,,,,,,,,,,,,,,,,,,,"Population, total",Maldives,MDV,475505.00,496398.00,515704.00,530957.00,540542.00
GDP per capita (current US$),Mali,MLI,781,830,895,879,859,,,,,,,,,,,,,,,,,,,,,,"Population, total",Mali,MLI,17965448.00,18512429.00,19077755.00,19658023.00,20250834.00
GDP per capita (current US$),Malta,MLT,25741,28251,30672,30186,27885,,,,,,,,,,,,,,,,,,,,,,"Population, total",Malta,MLT,455356.00,467999.00,484630.00,504062.00,525285.00
GDP per capita (current US$),Marshall Islands,MHL,3491,3673,3794,4073,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Marshall Islands,MHL,57723.00,58053.00,58412.00,58791.00,59194.00
GDP per capita (current US$),Mauritania,MRT,1537,1578,1601,1679,1673,,,,,,,,,,,,,,,,,,,,,,"Population, total",Mauritania,MRT,4163532.00,4282582.00,4403312.00,4525698.00,4649660.00
GDP per capita (current US$),Mauritius,MUS,9682,10485,11208,11098,8623,,,,,,,,,,,,,,,,,,,,,,"Population, total",Mauritius,MUS,1263473.00,1264613.00,1265303.00,1265711.00,1265740.00
GDP per capita (current US$),Mexico,MEX,8745,9288,9687,9946,8347,,,,,,,,,,,,,,,,,,,,,,"Population, total",Mexico,MEX,123333379.00,124777326.00,126190782.00,127575529.00,128932753.00
GDP per capita (current US$),"Micronesia, Fed. Sts.",FSM,3015,3290,3568,3585,0,,,,,,,,,,,,,,,,,,,,,,"Population, total","Micronesia, Fed. Sts.",FSM,110215.00,111461.00,112640.00,113811.00,115021.00
GDP per capita (current US$),Moldova,MDA,2880,3510,4230,4494,4551,,,,,,,,,,,,,,,,,,,,,,"Population, total",Moldova,MDA,2802170.00,2755158.00,2708214.00,2663251.00,2617820.00
GDP per capita (current US$),Monaco,MCO,170029,167517,185979,190513,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Monaco,MCO,38070.00,38392.00,38682.00,38967.00,39244.00
GDP per capita (current US$),Mongolia,MNG,3660,3669,4135,4340,4007,,,,,,,,,,,,,,,,,,,,,,"Population, total",Mongolia,MNG,3056358.00,3113788.00,3170214.00,3225166.00,3278292.00
GDP per capita (current US$),Montenegro,MNE,7034,7803,8850,8911,7686,,,,,,,,,,,,,,,,,,,,,,"Population, total",Montenegro,MNE,622303.00,622373.00,622227.00,622028.00,621718.00
GDP per capita (current US$),Morocco,MAR,2897,3035,3227,3230,3009,,,,,,,,,,,,,,,,,,,,,,"Population, total",Morocco,MAR,35126274.00,35581257.00,36029089.00,36471766.00,36910558.00
GDP per capita (current US$),Mozambique,MOZ,429,461,503,504,449,,,,,,,,,,,,,,,,,,,,,,"Population, total",Mozambique,MOZ,27829930.00,28649007.00,29496009.00,30366043.00,31255435.00
GDP per capita (current US$),Myanmar,MMR,1158,1258,1279,1477,1400,,,,,,,,,,,,,,,,,,,,,,"Population, total",Myanmar,MMR,53045199.00,53382521.00,53708318.00,54045422.00,54409794.00
GDP per capita (current US$),Namibia,NAM,4547,5367,5588,5037,4211,,,,,,,,,,,,,,,,,,,,,,"Population, total",Namibia,NAM,2358044.00,2402623.00,2448300.00,2494524.00,2540916.00
GDP per capita (current US$),Nauru,NRU,9556,10361,11615,10983,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Nauru,NRU,10474.00,10577.00,10678.00,10764.00,10834.00
GDP per capita (current US$),Nepal,NPL,900,1048,1179,1195,1155,,,,,,,,,,,,,,,,,,,,,,"Population, total",Nepal,NPL,27263430.00,27632682.00,28095712.00,28608715.00,29136808.00
GDP per capita (current US$),Netherlands,NLD,46008,48555,53019,52295,52304,,,,,,,,,,,,,,,,,,,,,,"Population, total",Netherlands,NLD,17030314.00,17131296.00,17231624.00,17344874.00,17441139.00
GDP per capita (current US$),New Caledonia,NCL,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",New Caledonia,NCL,269350.00,270000.00,270650.00,271300.00,271960.00
GDP per capita (current US$),New Zealand,NZL,40080,42993,43306,41999,41792,,,,,,,,,,,,,,,,,,,,,,"Population, total",New Zealand,NZL,4714100.00,4813600.00,4900600.00,4979300.00,5084300.00
GDP per capita (current US$),Nicaragua,NIC,2108,2159,2015,1927,1905,,,,,,,,,,,,,,,,,,,,,,"Population, total",Nicaragua,NIC,6303970.00,6384843.00,6465502.00,6545503.00,6624554.00
GDP per capita (current US$),Niger,NER,498,518,572,554,565,,,,,,,,,,,,,,,,,,,,,,"Population, total",Niger,NER,20788789.00,21602388.00,22442831.00,23310719.00,24206636.00
GDP per capita (current US$),Nigeria,NGA,2176,1969,2028,2230,2097,,,,,,,,,,,,,,,,,,,,,,"Population, total",Nigeria,NGA,185960244.00,190873247.00,195874685.00,200963603.00,206139587.00
GDP per capita (current US$),Northern Mariana Islands,MNP,21891,27585,22887,20660,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Northern Mariana Islands,MNP,56187.00,56553.00,56889.00,57213.00,57557.00
GDP per capita (current US$),Norway,NOR,70461,75497,82268,75826,67294,,,,,,,,,,,,,,,,,,,,,,"Population, total",Norway,NOR,5234519.00,5276968.00,5311916.00,5347896.00,5379475.00
GDP per capita (current US$),Oman,OMN,14610,15128,16521,15343,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Oman,OMN,4479217.00,4665926.00,4829476.00,4974992.00,5106622.00
GDP per capita (current US$),Pakistan,PAK,1368,1465,1482,1285,1194,,,,,,,,,,,,,,,,,,,,,,"Population, total",Pakistan,PAK,203631356.00,207906210.00,212228288.00,216565317.00,220892331.00
GDP per capita (current US$),Palau,PLW,16653,16065,15657,14908,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Palau,PLW,17718.00,17809.00,17911.00,18001.00,18092.00
GDP per capita (current US$),Panama,PAN,14344,15146,15545,15728,12269,,,,,,,,,,,,,,,,,,,,,,"Population, total",Panama,PAN,4037073.00,4106764.00,4176868.00,4246440.00,4314768.00
GDP per capita (current US$),Papua New Guinea,PNG,2510,2695,2801,2829,2637,,,,,,,,,,,,,,,,,,,,,,"Population, total",Papua New Guinea,PNG,8271766.00,8438038.00,8606324.00,8776119.00,8947027.00
GDP per capita (current US$),Paraguay,PRY,5325,5679,5783,5381,4950,,,,,,,,,,,,,,,,,,,,,,"Population, total",Paraguay,PRY,6777878.00,6867058.00,6956069.00,7044639.00,7132530.00
GDP per capita (current US$),Peru,PER,6205,6711,6958,7028,6127,,,,,,,,,,,,,,,,,,,,,,"Population, total",Peru,PER,30926036.00,31444299.00,31989265.00,32510462.00,32971846.00
GDP per capita (current US$),Philippines,PHL,3074,3123,3252,3485,3299,,,,,,,,,,,,,,,,,,,,,,"Population, total",Philippines,PHL,103663812.00,105172921.00,106651394.00,108116622.00,109581085.00
GDP per capita (current US$),Poland,POL,12447,13865,15468,15695,15656,,,,,,,,,,,,,,,,,,,,,,"Population, total",Poland,POL,37970087.00,37974826.00,37974750.00,37965475.00,37950802.00
GDP per capita (current US$),Portugal,PRT,19978,21437,23551,23285,22440,,,,,,,,,,,,,,,,,,,,,,"Population, total",Portugal,PRT,10325452.00,10300300.00,10283822.00,10286263.00,10305564.00
GDP per capita (current US$),Puerto Rico,PRI,30627,31109,31605,32851,32291,,,,,,,,,,,,,,,,,,,,,,"Population, total",Puerto Rico,PRI,3406672.00,3325286.00,3193354.00,3193694.00,3194034.00
GDP per capita (current US$),Qatar,QAT,57163,59125,65908,62088,50805,,,,,,,,,,,,,,,,,,,,,,"Population, total",Qatar,QAT,2654379.00,2724727.00,2781682.00,2832071.00,2881060.00
GDP per capita (current US$),Romania,ROU,9549,10807,12399,12890,12896,,,,,,,,,,,,,,,,,,,,,,"Population, total",Romania,ROU,19702267.00,19588715.00,19473970.00,19371648.00,19286123.00
GDP per capita (current US$),Russia,RUS,8705,10720,11287,11498,10127,,,,,,,,,,,,,,,,,,,,,,"Population, total",Russian Federation,RUS,144342397.00,144496739.00,144477859.00,144406261.00,144104080.00
GDP per capita (current US$),Rwanda,RWA,745,772,784,820,798,,,,,,,,,,,,,,,,,,,,,,"Population, total",Rwanda,RWA,11668829.00,11980960.00,12301969.00,12626938.00,12952209.00
GDP per capita (current US$),Samoa,WSM,4109,4260,4189,4324,4067,,,,,,,,,,,,,,,,,,,,,,"Population, total",Samoa,WSM,194540.00,195358.00,196128.00,197093.00,198410.00
GDP per capita (current US$),San Marino,SMR,43828,45399,48997,47731,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",San Marino,SMR,33503.00,33671.00,33784.00,33864.00,33938.00
GDP per capita (current US$),Sao Tome and Principe,STP,1700,1814,1954,1988,2158,,,,,,,,,,,,,,,,,,,,,,"Population, total",Sao Tome and Principe,STP,203221.00,207086.00,211032.00,215048.00,219161.00
GDP per capita (current US$),Saudi Arabia,SAU,19879,20802,23337,23140,20110,,,,,,,,,,,,,,,,,,,,,,"Population, total",Saudi Arabia,SAU,32443443.00,33101183.00,33702757.00,34268529.00,34813867.00
GDP per capita (current US$),Senegal,SEN,1270,1362,1458,1430,1488,,,,,,,,,,,,,,,,,,,,,,"Population, total",Senegal,SEN,14993514.00,15419354.00,15854324.00,16296362.00,16743930.00
GDP per capita (current US$),Serbia,SRB,5765,6293,7252,7412,7666,,,,,,,,,,,,,,,,,,,,,,"Population, total",Serbia,SRB,7058322.00,7020858.00,6982604.00,6945235.00,6908224.00
GDP per capita (current US$),Seychelles,SYC,15069,15906,16391,16199,11425,,,,,,,,,,,,,,,,,,,,,,"Population, total",Seychelles,SYC,94677.00,95843.00,96762.00,97625.00,98462.00
GDP per capita (current US$),Sierra Leone,SLE,501,499,534,528,485,,,,,,,,,,,,,,,,,,,,,,"Population, total",Sierra Leone,SLE,7328846.00,7488427.00,7650149.00,7813207.00,7976985.00
GDP per capita (current US$),Singapore,SGP,56848,61176,66679,65641,59798,,,,,,,,,,,,,,,,,,,,,,"Population, total",Singapore,SGP,5607283.00,5612253.00,5638676.00,5703569.00,5685807.00
GDP per capita (current US$),Sint Maarten (Dutch part),SXM,31617,29369,29160,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Sint Maarten (Dutch part),SXM,39969.00,40574.00,40654.00,40733.00,40812.00
GDP per capita (current US$),Slovakia,SVK,16509,17504,19365,19273,19157,,,,,,,,,,,,,,,,,,,,,,"Population, total",Slovak Republic,SVK,5430798.00,5439232.00,5446771.00,5454147.00,5458827.00
GDP per capita (current US$),Slovenia,SVN,21664,23455,26103,25941,25180,,,,,,,,,,,,,,,,,,,,,,"Population, total",Slovenia,SVN,2065042.00,2066388.00,2073894.00,2088385.00,2100126.00
GDP per capita (current US$),Solomon Islands,SLB,2225,2333,2412,2344,2258,,,,,,,,,,,,,,,,,,,,,,"Population, total",Solomon Islands,SLB,619438.00,636030.00,652856.00,669821.00,686878.00
GDP per capita (current US$),Somaliland,SOM,296,309,315,320,309,,,,,,,,,,,,,,,,,,,,,,"Population, total",Somalia,SOM,14185635.00,14589165.00,15008225.00,15442906.00,15893219.00
GDP per capita (current US$),South Africa,ZAF,5273,6131,6373,6001,5091,,,,,,,,,,,,,,,,,,,,,,"Population, total",South Africa,ZAF,56207649.00,57009751.00,57792520.00,58558267.00,59308690.00
GDP per capita (current US$),S. Sudan,SSD,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",South Sudan,SSD,10832520.00,10910774.00,10975924.00,11062114.00,11193729.00
GDP per capita (current US$),Spain,ESP,26505,28101,30375,29565,27057,,,,,,,,,,,,,,,,,,,,,,"Population, total",Spain,ESP,46484062.00,46593236.00,46797754.00,47133521.00,47351567.00
GDP per capita (current US$),Sri Lanka,LKA,3886,4077,4059,3852,3682,,,,,,,,,,,,,,,,,,,,,,"Population, total",Sri Lanka,LKA,21203000.00,21444000.00,21670000.00,21803000.00,21919000.00
GDP per capita (current US$),St. Kitts and Nevis,KNA,18811,19159,19277,19773,17436,,,,,,,,,,,,,,,,,,,,,,"Population, total",St. Kitts and Nevis,KNA,51629.00,52036.00,52438.00,52834.00,53192.00
GDP per capita (current US$),St. Lucia,LCA,10362,11047,11358,11611,9276,,,,,,,,,,,,,,,,,,,,,,"Population, total",St. Lucia,LCA,180028.00,180955.00,181890.00,182795.00,183629.00
GDP per capita (current US$),St. Martin (French part),MAF,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",St. Martin (French part),MAF,36061.00,36569.00,37264.00,38002.00,38659.00
GDP per capita (current US$),St. Vincent and the Grenadines,VCT,7075,7213,7361,7457,7298,,,,,,,,,,,,,,,,,,,,,,"Population, total",St. Vincent and the Grenadines,VCT,109467.00,109826.00,110210.00,110593.00,110947.00
GDP per capita (current US$),Sudan,SDN,1325,1103,826,753,595,,,,,,,,,,,,,,,,,,,,,,"Population, total",Sudan,SDN,39847433.00,40813398.00,41801532.00,42813237.00,43849269.00
GDP per capita (current US$),Suriname,SUR,5873,6296,6938,7261,6491,,,,,,,,,,,,,,,,,,,,,,"Population, total",Suriname,SUR,564883.00,570501.00,575987.00,581363.00,586634.00
GDP per capita (current US$),eswatini,SWZ,3426,3914,4106,3895,3415,,,,,,,,,,,,,,,,,,,,,,"Population, total",Eswatini,SWZ,1113994.00,1124808.00,1136274.00,1148133.00,1160164.00
GDP per capita (current US$),Sweden,SWE,51965,53792,54589,51687,51926,,,,,,,,,,,,,,,,,,,,,,"Population, total",Sweden,SWE,9923085.00,10057698.00,10175214.00,10278887.00,10353442.00
GDP per capita (current US$),Switzerland,CHE,83073,83352,86430,85300,86602,,,,,,,,,,,,,,,,,,,,,,"Population, total",Switzerland,CHE,8373338.00,8451840.00,8514329.00,8575280.00,8636896.00
GDP per capita (current US$),Syria,SYR,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Syrian Arab Republic,SYR,17465567.00,17095669.00,16945062.00,17070132.00,17500657.00
GDP per capita (current US$),Tajikistan,TJK,807,849,853,891,859,,,,,,,,,,,,,,,,,,,,,,"Population, total",Tajikistan,TJK,8663575.00,8880270.00,9100847.00,9321023.00,9537642.00
GDP per capita (current US$),Tanzania,TZA,967,1005,1043,1086,1076,,,,,,,,,,,,,,,,,,,,,,"Population, total",Tanzania,TZA,53049231.00,54660345.00,56313444.00,58005461.00,59734213.00
GDP per capita (current US$),Thailand,THA,5993,6594,7297,7817,7189,,,,,,,,,,,,,,,,,,,,,,"Population, total",Thailand,THA,68971313.00,69209817.00,69428454.00,69625581.00,69799978.00
GDP per capita (current US$),Timor-Leste,TLS,1354,1286,1230,1561,1381,,,,,,,,,,,,,,,,,,,,,,"Population, total",Timor-Leste,TLS,1219289.00,1243260.00,1267975.00,1293120.00,1318442.00
GDP per capita (current US$),Togo,TGO,803,831,902,893,915,,,,,,,,,,,,,,,,,,,,,,"Population, total",Togo,TGO,7509952.00,7698476.00,7889095.00,8082359.00,8278737.00
GDP per capita (current US$),Tonga,TON,4158,4513,4741,4903,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Tonga,TON,101143.00,102002.00,103199.00,104497.00,105697.00
GDP per capita (current US$),Trinidad and Tobago,TTO,16251,16174,17038,16637,15384,,,,,,,,,,,,,,,,,,,,,,"Population, total",Trinidad and Tobago,TTO,1377563.00,1384060.00,1389841.00,1394969.00,1399491.00
GDP per capita (current US$),Tunisia,TUN,3698,3481,3439,3352,3320,,,,,,,,,,,,,,,,,,,,,,"Population, total",Tunisia,TUN,11303942.00,11433438.00,11565203.00,11694721.00,11818618.00
GDP per capita (current US$),Turkey,TUR,10895,10590,9453,9127,8538,,,,,,,,,,,,,,,,,,,,,,"Population, total",Turkey,TUR,79827868.00,81116451.00,82340090.00,83429607.00,84339067.00
GDP per capita (current US$),Turkmenistan,TKM,6388,6587,6967,7612,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Turkmenistan,TKM,5662371.00,5757667.00,5850902.00,5942094.00,6031187.00
GDP per capita (current US$),Turks and Caicos Islands,TCA,28241,27545,29553,31351,23880,,,,,,,,,,,,,,,,,,,,,,"Population, total",Turks and Caicos Islands,TCA,36558.00,37116.00,37667.00,38194.00,38718.00
GDP per capita (current US$),Tuvalu,TUV,3254,3574,3702,4056,4143,,,,,,,,,,,,,,,,,,,,,,"Population, total",Tuvalu,TUV,11232.00,11365.00,11505.00,11655.00,11792.00
GDP per capita (current US$),Uganda,UGA,733,747,770,794,817,,,,,,,,,,,,,,,,,,,,,,"Population, total",Uganda,UGA,39649173.00,41166588.00,42729032.00,44269587.00,45741000.00
GDP per capita (current US$),Ukraine,UKR,2188,2641,3097,3663,3727,,,,,,,,,,,,,,,,,,,,,,"Population, total",Ukraine,UKR,45004673.00,44831135.00,44622518.00,44386203.00,44134693.00
GDP per capita (current US$),United Arab Emirates,ARE,38142,40645,43839,43103,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",United Arab Emirates,ARE,9360975.00,9487206.00,9630966.00,9770526.00,9890400.00
GDP per capita (current US$),United Kingdom,GBR,41048,40305,42993,42354,40285,,,,,,,,,,,,,,,,,,,,,,"Population, total",United Kingdom,GBR,65611593.00,66058859.00,66460344.00,66836327.00,67215293.00
GDP per capita (current US$),United States of America,USA,58021,60110,63064,65280,63544,,,,,,,,,,,,,,,,,,,,,,"Population, total",United States,USA,323071755.00,325122128.00,326838199.00,328329953.00,329484123.00
GDP per capita (current US$),Uruguay,URY,16716,18691,18704,17688,15438,,,,,,,,,,,,,,,,,,,,,,"Population, total",Uruguay,URY,3424139.00,3436645.00,3449290.00,3461731.00,3473727.00
GDP per capita (current US$),Uzbekistan,UZB,2568,1827,1529,1719,1686,,,,,,,,,,,,,,,,,,,,,,"Population, total",Uzbekistan,UZB,31847900.00,32388600.00,32956100.00,33580350.00,34232050.00
GDP per capita (current US$),Vanuatu,VUT,2806,3082,3125,3102,2783,,,,,,,,,,,,,,,,,,,,,,"Population, total",Vanuatu,VUT,278326.00,285499.00,292675.00,299882.00,307150.00
GDP per capita (current US$),Venezuela,VEN,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total","Venezuela, RB",VEN,29851249.00,29402480.00,28887117.00,28515829.00,28435943.00
GDP per capita (current US$),Vietnam,VNM,2192,2366,2566,2715,2786,,,,,,,,,,,,,,,,,,,,,,"Population, total",Vietnam,VNM,93640435.00,94600643.00,95545959.00,96462108.00,97338583.00
GDP per capita (current US$),Virgin Islands (U.S.),VIR,36023,36288,37233,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total",Virgin Islands (U.S.),VIR,107516.00,107281.00,107001.00,106669.00,106290.00
GDP per capita (current US$),West Bank and Gaza,PSE,3528,3620,3562,3657,3240,,,,,,,,,,,,,,,,,,,,,,"Population, total",West Bank and Gaza,PSE,4367088.00,4454805.00,4569087.00,4685306.00,4803269.00
GDP per capita (current US$),Yemen,YEM,1139,961,824,0,0,,,,,,,,,,,,,,,,,,,,,,"Population, total","Yemen, Rep.",YEM,27168210.00,27834811.00,28498683.00,29161922.00,29825968.00
GDP per capita (current US$),Zambia,ZMB,1281,1535,1516,1305,1051,,,,,,,,,,,,,,,,,,,,,,"Population, total",Zambia,ZMB,16363449.00,16853608.00,17351714.00,17861034.00,18383956.00
GDP per capita (current US$),Zimbabwe,ZWE,1465,1336,1352,1156,1128,,,,,,,,,,,,,,,,,,,,,,"Population, total",Zimbabwe,ZWE,14030338.00,14236599.00,14438812.00,14645473.00,14862927.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
